5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.058319044376836660e-01 4.612189827693988775e-01 3.966297820849992162e-01 3.154883528955707561e-01 2.448075134333196345e-01 2.168050182286394012e-01 1.919096021114363726e-01 1.691631574053791276e-01 1.486461290564693449e-01 1.301674496301004069e-01 1.136187797716203818e-01 9.869710476688553502e-02 8.553683494938357779e-02 7.380596385472393273e-02 6.341101265597526293e-02 5.432344075819961482e-02 4.630637570610107723e-02 4.399105692079796626e-02 4.179150407475851203e-02
5.129682548450165136e-01 4.695480436337005070e-01 4.059676190790612038e-01 3.254627793848934303e-01 2.551884894744333998e-01 2.270498178838389336e-01 2.019772615653876446e-01 1.790101808579862563e-01 1.582435737470428982e-01 1.394896266203371482e-01 1.226448867878831006e-01 1.074008416086086326e-01 9.391391891803813063e-02 8.184193270327733138e-02 7.109593642456757401e-02 6.165925823786799764e-02 5.328916383398174528e-02 5.062470564228460645e-02 4.809347036017075361e-02
